full_name;type;alpha;feasible;minrpd;meanrpd;maxrpd
LR1_2_8_t1_40R_40V_04F_06M;t1;0.2;0;1.69867953224621;4.29879737719449;5.72958109646164
LR1_2_9_t1_60R_60V_04F_05M;t1;0.05;0;2.91039518783953;4.66802087708127;6.49267405470582
LR1_2_9_t1_60R_60V_04F_05M;t1;0.1;0;2.43004281088697;4.61838531153049;6.78801498381044
LR1_2_9_t1_60R_60V_04F_05M;t1;0.15;0;2.62394496904339;5.40025554441629;7.37861216858819
LR1_2_9_t1_60R_60V_04F_05M;t1;0.2;0;0;5.18249664693211;8.04380664652568
LR1_2_9_t1_60R_60V_04F_06M;t1;0.05;0;0;1.91741929468407;3.15014558107405
LR1_2_9_t1_60R_60V_04F_06M;t1;0.1;0;0.472301452420216;2.3746667740336;3.87444850837674
LR1_2_9_t1_60R_60V_04F_06M;t1;0.15;0;0.995376158609205;2.71987404164425;4.57578056460875
LR1_2_9_t1_60R_60V_04F_06M;t1;0.2;0;0.445600993426614;3.1491496115719;4.34217273925519
lr106_t1_08R_08V_02F_04M;t1;0.05;0;0;0;0
lr106_t1_08R_08V_02F_04M;t1;0.1;0;0;0;0
lr106_t1_08R_08V_02F_04M;t1;0.15;0;0;0;0
lr106_t1_08R_08V_02F_04M;t1;0.2;0;0;0;0
lr106_t1_08R_08V_04F_03M;t1;0.05;0;0.123675436079588;0.123675436079588;0.123675436079588
lr106_t1_08R_08V_04F_03M;t1;0.1;0;0;0;0
lr106_t1_08R_08V_04F_03M;t1;0.15;0;0;0;0
lr106_t1_08R_08V_04F_03M;t1;0.2;0;0;0;0
lr106_t1_12R_12V_02F_04M;t1;0.05;0;0;0;0
lr106_t1_12R_12V_02F_04M;t1;0.1;0;0;0;0
lr106_t1_12R_12V_02F_04M;t1;0.15;0;0;0;0
lr106_t1_12R_12V_02F_04M;t1;0.2;0;0;0;0
lr106_t1_12R_12V_04F_03M;t1;0.05;0;0;0.876236494768945;1.10821289090339
lr106_t1_12R_12V_04F_03M;t1;0.1;0;0.657088286439182;1.00205963681975;1.62632914279198
lr106_t1_12R_12V_04F_03M;t1;0.15;0;0.374868154736451;0.927798682972716;1.39257105390689
lr106_t1_12R_12V_04F_03M;t1;0.2;0;0.657088286439182;0.953526326292078;1.40254853331052
lr107_t1_08R_08V_02F_03M;t1;0.05;0;0;0;0
lr107_t1_08R_08V_02F_03M;t1;0.1;0;0;0;0
lr107_t1_08R_08V_02F_03M;t1;0.15;0;0;0;0
lr107_t1_08R_08V_02F_03M;t1;0.2;0;0;0;0
lr109_t1_08R_08V_04F_04M;t1;0.05;0;0;0;0
lr109_t1_08R_08V_04F_04M;t1;0.1;0;0;0;0
lr109_t1_08R_08V_04F_04M;t1;0.15;0;0;0;0
lr109_t1_08R_08V_04F_04M;t1;0.2;0;0;0;0
lr109_t1_12R_12V_02F_03M;t1;0.05;0;0.0258408205454392;0.0553589886300389;0.258408205454403
lr109_t1_12R_12V_02F_03M;t1;0.1;0;0.0258408205454392;0.0768267472370201;0.258408205454403
lr109_t1_12R_12V_02F_03M;t1;0.15;0;0.0258408205454392;0.191768704778566;0.442275582412344
lr109_t1_12R_12V_02F_03M;t1;0.2;0;0;0.218504015265964;0.442275582412344
lr109_t1_12R_12V_04F_04M;t1;0.05;0;0.0797110295649018;0.170732407919402;0.176656876333008
lr109_t1_12R_12V_04F_04M;t1;0.1;0;0.175220641566074;0.185022943850405;0.351159400515615
lr109_t1_12R_12V_04F_04M;t1;0.15;0;0;0.185166567327098;0.534279333299825
lr109_t1_12R_12V_04F_04M;t1;0.2;0;0;0.176190100033755;0.352595635282549
